0000000007.png,FLej7a31HQs,6,0,母親節行程沒停府台北彰化狂行程
0000000065.png,FLej7a31HQs,64,27,"馬批蔡政府反自經區察現在重視提振經濟,"
0000000179.png,FLej7a31HQs,178,54,"讓台灣主權,蔡駁问:過度簡化我的說法,"
0000000219.png,FLej7a31HQs,218,81,台日友好關係友好蔡、經貿各層面繼續強化
0000000246.png,FLej7a31HQs,245,108,日本公開挺台參與WHA蔡:台日關係增溫中
0000000006.png,cEbsRfKd9z8,5,135,郭董走了換他來!柯踩點台中演粉絲海”
0000000023.png,cEbsRfKd9z8,22,162,郭董走了換柯P!一中街湧入“粉絲海
0000000038.png,cEbsRfKd9z8,37,189,"品嘗台中小吃柯驚嘆:怎麼這麼便宜,"
0000000051.png,cEbsRfKd9z8,50,216,"品嘗台中小吃柯驚嘆:怎麼這麼便宜,"
0000000075.png,cEbsRfKd9z8,74,243,沒準備母親節禮物柯媽:免花心思啦
0000000006.png,6pkGRx48FC8,5,270,"到彰化發康乃馨小英:給我時間為台打拚,"
0000000056.png,6pkGRx48FC8,55,297,彰化市長讚小英像林默娘為台默默做事
0000000006.png,_wE62V6wKsc,5,324,香港淪猪瘟疫區蘇侯港澳旅客行李100%检查
0000000015.png,_wE62V6wKsc,14,351,雞仔餅鳳凰捲都禁入違者罰20萬累犯罰百萬
0000000094.png,_wE62V6wKsc,93,378,海委會KUSO宣導猪瘟防疫三天近4萬人點閱。
0000000009.png,9eMn2Eu2VqQ,8,405,備長炭牙膏無美白?英研究增驻牙風險」
0000000056.png,9eMn2Eu2VqQ,55,432,備長炭牙膏“無美日?英研究:增群牙醫
0000000084.png,9eMn2Eu2VqQ,83,459,備長炭牙膏無美白?英研究:增驻牙風險
0000000006.png,68TSjnZQm-U,5,486,散心?”遊港澳三年内33次“未報備記過
0000000056.png,68TSjnZQm-U,55,513,警官2年內違規遊港澳33次擬大過處分
0000000008.png,LyqsP9vlbKM,7,540,七爺進香跳陣頭凸槌頭重腳輕撞金爐
0000000055.png,LyqsP9vlbKM,54,567,七爺進香跳陣頭凸槌頭重腳輕撞金爐
0000000006.png,A7NySkeb2-8,5,594,1人染疥瘡傳染17人!中榮爆發群聚感染
0000000082.png,A7NySkeb2-8,81,621,1人染疥瘡傳染17人!中榮爆發群聚感染
0000000006.png,A1Ad7yYxP0w,5,648,首例商旅賣床單供抓姦涉洩個資判賠8萬
0000000078.png,A1Ad7yYxP0w,77,675,商旅稱毛屬私有財產”不服判決上訴
0000000006.png,eUIdty4Xbh4,5,702,疑小黃搶客賺錢阿兵哥塞後車廂
0000000022.png,eUIdty4Xbh4,21,729,怕被抓繳罰鍰大多運將搶客不敢超載
0000000050.png,eUIdty4Xbh4,49,756,疑小黃搶客賺錢阿兵哥塞後車廂
0000000068.png,eUIdty4Xbh4,67,783,疑小黃搶客賺錢阿兵哥塞後車廂
0000000021.png,4xy0-RSKuNY,20,810,"何主張跟中國合作民眾,貿易戰你要選邊站!"
0000000056.png,4xy0-RSKuNY,55,837,接批親美抗中”總統:政府護台灣柯太過簡化
0000000093.png,4xy0-RSKuNY,92,864,接批親美抗中”總統政府護台灣柯太過簡化
0000000006.png,nQvmotf_xyA,5,891,鹹蛋超人加金雞獨立!超晦pose小英照做
0000000032.png,nQvmotf_xyA,31,918,"母親節總統府開放學生教小英潮一下,"
0000000053.png,nQvmotf_xyA,52,945,總統堅持不肯跳起來“英笑:會搶太多版面。
0000000064.png,nQvmotf_xyA,63,972,馬郭瘋狂擁抱自經區英:反對是為保護MIT
0000000041.png,caxd3SPuJWA,40,999,“哪個韓粉花比我多錢館長後悔捐錢挺韓
0000000073.png,caxd3SPuJWA,72,1026,捐50萬挺韓反遭酸館長毒:一張國讀狱新發
0000000017.png,BspLaa-24Po,16,1053,暖男市長當小編林智堅採訪同仁有洋葱
0000000008.png,ID8AB9wDIA0,7,1080,母親節陽光露臉!下周氣溫直飆35度
0000000020.png,ID8AB9wDIA0,19,1107,鹽朗好天氣持續一周各地高溫28-32
0000000036.png,ID8AB9wDIA0,35,1134,"要帶傘午後山區局部雷陣雨東部短暫雨,"
0000000049.png,ID8AB9wDIA0,48,1161,"出遊曬衣好時機!北部高溫31度東部30度,"
0000000070.png,ID8AB9wDIA0,69,1188,梅雨季仍未結束下波鋒面一周後可能報到
0000000094.png,ID8AB9wDIA0,93,1215,梅雨季仍未結束下波鋒面一周後可能報到
0000000107.png,ID8AB9wDIA0,106,1242,要帶傘午後山區局部雷陣雨東部短暫雨
0000000026.png,5fm-Ii8gNyk,25,1269,“挽救”長輩票?柯官方LINE5/13正式啟
0000000047.png,5fm-Ii8gNyk,46,1296,“挽救長輩票?柯官方LINES/13正式重啟
0000000072.png,5fm-Ii8gNyk,71,1323,藍營放話“柯蔡配”?柯爆笑:不要欺負人家
0000000091.png,5fm-Ii8gNyk,90,1350,藍營放話“柯蔡配”?柯爆笑:不要欺負人家
0000000006.png,bw6emuMRsYs,5,1377,手搖飲龍頭故鄉府城台南起家厝”多
0000000041.png,bw6emuMRsYs,40,1404,日賣10萬杯手搖飲店擁自家茶園茶廠
0000000049.png,UNpP2ZdE4UU,48,1431,「庶民代表館長批韓學者:聲量恐下滑
0000000006.png,8BfFL6BbD5w,5,1458,祥裝外拍!六旬翁單眼偷拍女子美腿
0000000058.png,8BfFL6BbD5w,57,1485,新記憶卡持沒衛拍變這原影像被通报
0000000076.png,8BfFL6BbD5w,75,1512,折斷記憶卡舞沒偷拍影廣域爆報
0000000087.png,8BfFL6BbD5w,86,1539,至少8人受害記憶卡內上百張女腿部照「經變
0000000006.png,ma3rcbbHJ1I,5,1566,肖像商標真有其人揭露
